,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
531,Harry Winks,eng ENG,MF,Tottenham,23,1996,31,26,"2,221",0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.1,0.02,0.05,0.06,0.02,0.06,Matches
532,Chris Wood,nz NZL,FW,Burnley,27,1991,32,29,"2,437",14,1,1,1,1,0,0.52,0.04,0.55,0.48,0.52,12.9,12.1,0.9,0.48,0.03,0.51,0.45,0.48,Matches
533,Granit Xhaka,ch SUI,MF,Arsenal,26,1992,31,30,"2,586",1,2,0,0,10,0,0.03,0.07,0.10,0.03,0.10,0.4,0.4,1.0,0.01,0.03,0.05,0.01,0.05,Matches
534,Andriy Yarmolenko,ua UKR,"MF,FW",West Ham,29,1989,23,10,991,5,1,0,0,2,0,0.45,0.09,0.54,0.45,0.54,2.0,2.0,2.6,0.18,0.24,0.42,0.18,0.42,Matches
535,DeAndre Yedlin,us USA,DF,Newcastle Utd,26,1993,16,10,938,1,0,0,0,3,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.3,0.06,0.03,0.09,0.06,0.09,Matches
536,Maya Yoshida,jp JPN,DF,Southampton,30,1988,8,6,560,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.08,0.00,0.08,0.08,0.08,Matches
537,Ashley Young,eng ENG,DF,Manchester Utd,34,1985,12,10,955,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.2,0.01,0.12,0.13,0.01,0.13,Matches
538,Pablo Zabaleta,ar ARG,DF,West Ham,34,1985,10,6,592,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.01,0.06,0.06,0.01,0.06,Matches
539,Wilfried Zaha,ci CIV,"MF,FW",Crystal Palace,26,1992,38,37,"3,280",4,3,0,0,5,0,0.11,0.08,0.19,0.11,0.19,5.3,5.3,3.3,0.15,0.09,0.24,0.15,0.24,Matches
540,Christoph Zimmermann,de GER,DF,Norwich City,26,1993,17,16,"1,430",0,1,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Matches
541,Oleksandr Zinchenko,ua UKR,DF,Manchester City,22,1996,19,13,"1,276",0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.7,0.03,0.12,0.15,0.03,0.15,Matches
542,Richairo Živković,nl NED,FW,Sheffield Utd,22,1996,5,0,112,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.04,0.12,0.16,0.04,0.16,Matches
543,Kurt Zouma,fr FRA,DF,Chelsea,24,1994,28,25,"2,344",0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.03,0.01,0.04,0.03,0.04,Matches
